id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1404850000000000000,2021-06-15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Thousands of people were released from prison during COVID-19. Now they want to send them back. Join me in demandin… https://t.co/KAuqmvbCfD,en,0.0,0.0,Redshift42,,,"Alexandria, VA",thousand peopl releas prison covid19 want send back join demandin,-0.2023,0.239,0.507,0.254,neg
1402660000000000000,2021-06-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HywelDdaHB: Every week Hywel Dda UHB will publish a Vaccine Bulletin, providing up-to-date information regarding the progress of the CO…",en,0.0,1468.0,jervis_ros,,HywelDdaHB,Llandudoch | West Wales,everi week hywel dda uhb publish vaccin bulletin provid date inform regard progress co,0.4215,0.0,0.823,0.177,pos
1390732666719260000,2021-05-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wrote President Kovind on his Twitter handle.

Veteran journalist, Shesh Narain Singh succumbed to COVID-19 in Utta… https://t.co/5cQs3diAOi",en,0.0,91.0,JaanoJunction,,,,wrote presid kovind twitter handl veteran journalist shesh narain singh succumb covid19 utta,0.0,0.0,1.0,0.0,neu
1398370222558430000,2021-05-28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @OpIndia_com: Facebook had earlier banned posts that suggested COVID-19 to be man-made, arguing that it took the decision to ban the pos…",en,0.0,16.0,DrAlokKumar1979,,OpIndia_com,,facebook earlier ban post suggest covid19 man made argu took decis ban po,-0.8957,0.519,0.481,0.0,neg
1402370000000000000,2021-06-08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @tropicalfijian: 94 cases of Covid 19 today,en,0.0,8.0,bano__st,,tropicalfijian,Suva,case covid19 today,0.0,0.0,1.0,0.0,neu
1389950148076170000,2021-05-05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",It’s time to disinfect your phone and other gadgets to protect them from germs and bacteria. Head over to your near… https://t.co/8Qc3zq0PdI,en,0.0,36.0,WHSmith_India,,,,time disinfect phone gadget protect germ bacteria head near,0.3818,0.0,0.755,0.245,pos
1403830000000000000,2021-06-12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Mexico says COVID-19 has affected a fourth of its population https://t.co/6jzHd1eUpa,en,0.0,8.0,Stephentwoodman,,,"Jalisco, Mexico",mexico say covid19 affect fourth popul,0.0,0.0,1.0,0.0,neu
1389948889722020000,2021-05-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Nazeeahmed: Struggling a little!! Returning to Sports or Exercise After Recovering From COVID-19 – Health Essentials from Cleveland Cli…,en,0.0,0.0,Maayaaaz,,Nazeeahmed,,struggl littl return sport exercis recov covid19 health essenti cleveland cli,0.0,0.0,1.0,0.0,neu
1401250000000000000,2021-06-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@drvictoriafox Did they finally perfect the vax to be 100% effective against COVID-19 and all the variants Dr. Vict… https://t.co/tmK3t3paUf,en,0.0,24.0,gagsproductions,,drvictoriafox,"Ontario, Canada",final perfect vax effect covid19 variant dr vict,0.5719,0.0,0.654,0.346,pos
1391078818127830000,2021-05-08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RaviSha64106690: ""At times, Prime Minister Narendra Modi's government has seemed more intent on removing criticism on Twitter than tryi…",en,0.0,3.0,Dwarakanatht,,RaviSha64106690,"Tirupati, India",time prime minist narendra modi govern seem intent remov critic twitter tryi,-0.2732,0.16,0.84,0.0,neg
1393799432710150000,2021-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ParthaB34769052: Whether #SecondWave #COVID19 is slowing down and
worst is behind us...? https://t.co/xtTYF6CZ5Z",en,0.0,412.0,ParthaB34769052,"SecondWave, COVID19",ParthaB34769052,"Chandigarh, India",whether slow worst behind ,-0.6249,0.577,0.423,0.0,neg
1387330779777310000,2021-04-28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @gymobilization: “We want to be heard, we want to be part of the process” Read our high-level summary of the Summit outcomes👉https://t.c…",en,0.0,405.0,Africa_YMCA,,gymobilization,"Nairobi, Kenya",want heard want part process read high level summari summit outcomeshttp ,0.1531,0.0,0.776,0.224,pos
1390727941349330000,2021-05-07,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Yesterday I joined KOHO101 to talk about children and the COVID-19 vaccine, wildfires, and what we're working on in… https://t.co/7HvS54p7kP",en,0.0,503.0,RepKimSchrier,,,"Washington, DC",yesterday join koho talk child covid19 vaccin wildfir work,0.296,0.0,0.784,0.216,pos
1401270000000000000,2021-06-05,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Covid aerosol retweets</a>",RT @WantageMayor: Honoured to lay 2 wreaths as Mayor and as Legion County Chairman at much reduced attendance (#COVID) to mark the 77th Ann…,en,0.0,1.0,CovidAirborne,COVID,WantageMayor,,honour lay wreath mayor legion counti chairman much reduc attend mark th ann,0.5719,0.0,0.764,0.236,pos
1390042145923420000,2021-05-05,"<a href=""http://choqok.kde.org/"" rel=""nofollow"">Choqok</a>",RT @RickyPo: U.S. will back proposal to waive patent rights and boost Covid-19 vaccine production https://t.co/TAdTXtdWQF,en,0.0,74.0,Aisa_OA,,RickyPo,Trento, back propos waiv patent right boost covid19 vaccin product,0.4019,0.0,0.748,0.252,pos
1398392505599620000,2021-05-28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2) Conditions are still fluid and could change due to the COVID-19 pandemic. Programs could still be canceled by th… https://t.co/iD1qLchWE7,en,0.0,0.0,UCEAP,,,"Goleta, CA",condit still fluid could chang due covid19 pandem program could still cancel th,-0.25,0.143,0.857,0.0,neg
1391489711617750000,2021-05-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@USAinKSA Why US citizen/GC holders relatives are being interviewed at @USAinKSA AND NOT #DV2021. Can US citizen re… https://t.co/BWnm10SutL,en,0.0,749.0,sollara54090928,DV2021,"USAinKSA, USAinKSA",, citizen gc holder rel interview citizen,0.0,0.0,1.0,0.0,neu
1389949785981870000,2021-05-05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID #verified  #Lucknow #Beds
Contact: 8052258241
Service Available: Beds
City: Lucknow
3 oxygen beds available… https://t.co/pMU0jBwOhZ",en,0.0,4.0,uniformappdotin,"COVID, verified, Lucknow, Beds",,India,contact servic avail bed citi lucknow oxygen bed avail,0.0,0.0,1.0,0.0,neu
1401280000000000000,2021-06-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @uwmnewsroom: A February study published by @UWMedicine researchers found about 30% of 177 people who had COVID-19 and were followed for…,en,0.0,5.0,YvesGebhardt,,"uwmnewsroom, UWMedicine","East Harlem, New York",februari studi publish research found peopl covid19 follow,0.0,0.0,1.0,0.0,neu
1406300000000000000,2021-06-19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@WilliamsRuto COVID-19 super spreader.,en,0.0,0.0,BCollapsed,,WilliamsRuto,,covid19 super spreader,0.5994,0.0,0.339,0.661,pos
1408140000000000000,2021-06-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://t.co/W32HuyCSZU / Swiss health ministry data shows vaccinated people seldom hit by COVID-19 https://t.co/zpUZJfjgjA,en,0.0,28.0,GenericDirecto1,,,,swiss health ministri data show vaccin peopl seldom hit covid19,0.0,0.0,1.0,0.0,neu
1400480000000000000,2021-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@narendramodi_in sirji why different states different decisions on unlocking the covid 19 please justify ,,",en,0.0,0.0,mohtpt,,narendramodi_in,Bangalore,sirji differ state differ decis unlock covid19 pleas justifi,0.0,0.0,1.0,0.0,neu
1405260000000000000,2021-06-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ttindia: The Indian government doubled the gap between the two doses of the AstraZeneca Covid-19 vaccine without the agreement of the s…,en,1.0,0.0,cool_shubhu,,ttindia,"Uttar Pradesh, India",indian govern doubl gap two do astrazeneca covid19 vaccin without agreement,-0.3875,0.208,0.792,0.0,neg
1403830000000000000,2021-06-12,"<a href=""https://twitter.com/CaronaUpdates"" rel=""nofollow"">Carona Updates</a>","RT @JustinTrudeau: From COVID-19 to CETA, Prime Minister Draghi and I covered a lot of ground in our meeting at the @G7. We’ll work togethe…",en,0.0,105.0,Corona_SSYT,,"JustinTrudeau, G7",,covid19 ceta prime minist draghi cover lot ground meet work togeth,0.0,0.0,1.0,0.0,neu
1391841909014930000,2021-05-10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @WorldBank: Get to know a selection of resilient and powerful women across East Asia &amp; the Pacific who are helping to lead their people…,en,0.0,14.0,NdAnastase,,WorldBank,Kigali,get know select resili power woman across east asia pacif help lead peopl,0.4019,0.0,0.816,0.184,pos
1401270000000000000,2021-06-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@dewaanifordrama Exactly! Don’t you DARE tell me it’s over. My boss told me yesterday it was time to stop mentionin… https://t.co/1Xi0NjC6bA,en,0.0,0.0,bec_here,,dewaanifordrama,the wild blue yonder,exactli dare tell bo told yesterday time stop mentionin,-0.296,0.216,0.784,0.0,neg
1397835355311670000,2021-05-27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @t_d_h_nair: BJP MP Tejaswi Surya alleged that few members from a minority community were running a Covid-19 bed booking racket and maki…,en,0.0,9817.0,AawaraBhawara,,t_d_h_nair,india,bjp mp tejaswi surya alleg member minor commun run covid19 bed book racket maki,0.0,0.0,1.0,0.0,neu
1388119191333460000,2021-04-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid-19: Over 40 govts commit to help India with medical essentials
https://t.co/WSXNBMIDN9

via NaMo App https://t.co/mqS6sLk70J",en,0.0,243.0,RamKuma19784093,,,Puducherry,covid19 govt commit help india medic essenti via namo app,0.5994,0.0,0.62,0.38,pos
1392828036182110000,2021-05-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Coronavirus Northern Ireland

🦠Today
May 13th:  +99 cases  +1 death

🦠Previous Thursdays
May 6th:         +102… https://t.co/GnLLbGxKN8",en,2.0,1.0,DarranMarshall,Coronavirus,,Tyrone / Belfast,northern ireland today may th case death previou thursday may th,-0.5994,0.281,0.719,0.0,neg
1393811171644350000,2021-05-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Chaudha45214688: @DrRPNishank @narendramodi
The board exams of class 12th should be canceled due to the current COVID 19 situation I re…",en,0.0,5.0,Preetam11102746,,"Chaudha45214688, DrRPNishank, narendramodi",,board exam class th cancel due current covid19 situat,-0.25,0.2,0.8,0.0,neg
1408640000000000000,2021-06-26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fully vaccinated. Thank you to the medical and science community for your hard work in developing the skills and te… https://t.co/HWAvaaG8R5,en,0.0,3.0,S_McCarthy_,,,,fulli vaccin thank medic scienc commun hard work develop skill te,0.2732,0.109,0.698,0.194,pos
1408110000000000000,2021-06-24,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Anthony: WSJ EXCLUSIVE: The U.S. plans to deliver 3 million J&amp;J Covid-19 vaccines next week to Afghanistan, which is battling a deadly…",en,0.0,2.0,stansanczuk,,Anthony,,wsj exclus plan deliv million covid19 vaccin next week afghanistan battl deadli,0.0,0.0,1.0,0.0,neu
1404180000000000000,2021-06-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DerbyshireBEVS: Day 562 #COVID #vaccine #SundayMorning @HighPeakBadgers @DerbyshireBEVS @bertie_lakeland @LumpyandFriends "" ohhhh, this…",en,0.0,32.0,timberjeff53,"COVID, vaccine, SundayMorning","DerbyshireBEVS, HighPeakBadgers, DerbyshireBEVS, bertie_lakeland, LumpyandFriends",North west England & San Roque,day ohhhh,0.0,0.0,1.0,0.0,neu
1401880000000000000,2021-06-07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DGHisham: Another fake news has been circulating. We are not only fighting against the Covid-19 virus but the increased viral of fake n…,en,0.0,0.0,jimyslayerz,,DGHisham,,anoth fake news circul fight covid19 viru increas viral fake ,-0.8316,0.557,0.443,0.0,neg
1405980000000000000,2021-06-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NationalFile: January 6 political prisoners in the D.C. Detention Center are being coerced into receiving the COVID-19 vaccine to avoid…,en,0.0,9.0,acCellorator,,NationalFile,,januari polit prison detent center coerc receiv covid19 vaccin avoid,-0.6705,0.407,0.593,0.0,neg
1405980000000000000,2021-06-18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Jason Kenney announces Alberta to lift remaining COVID-19 restrictions on July 1 https://t.co/hn0DpeeLiA,en,0.0,0.0,reliefinplace,,,"Calgary, Alberta",jason kenney announc alberta lift remain covid19 restrict juli,-0.3818,0.245,0.755,0.0,neg
1402680000000000000,2021-06-09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Former @POTUS45 Trump &amp; his @GOP allies have stepped up attacks on Dr. Anthony #Fauci, seizing on portions of his e… https://t.co/PG7EC0ABLP",en,0.0,120.0,realJohnMcCann,Fauci,"POTUS45, GOP","Hackensack, NJ",former trump alli step attack dr anthoni seiz portion ,-0.4767,0.279,0.721,0.0,neg
1408120000000000000,2021-06-24,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",WHITE HOUSE: 06/22/21: Press Briefing by White House COVID-19 Response Team and Public Health Officials – Video… https://t.co/VsJrAZIBdw,en,13.0,6.0,us_news_com,,,New York,white hous press brief white hous covid19 respons team public health offici video,0.0,0.0,1.0,0.0,neu
1408120000000000000,2021-06-24,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","When the COVID-19 shutdown threatened her business, Lindsey Payne, who runs Lindsey’s Culinary Market, fought back.
 https://t.co/bgywWOFrzq",en,0.0,0.0,redandblack,,,"Athens, GA",covid19 shutdown threaten busi lindsey payn run lindsey culinari market fought back,-0.5994,0.329,0.671,0.0,neg
1402330000000000000,2021-06-08,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @scotgov: Scotland, we know this has been difficult.

But if we all do our part, we can help keep #coronavirus under control while our v…",en,0.0,663.0,uncleprober,coronavirus,scotgov,Glasgow,scotland know difficult part help keep control ,0.0516,0.245,0.49,0.265,pos
1399810000000000000,2021-06-01,"<a href=""https://edc.me"" rel=""nofollow"">NYC Vaccine Bot</a>","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
244 East 161st Street, Bronx, NY, 10451
(800)… https://t.co/lwCVtYp4Bm",en,0.0,233.0,nyc_vaccine,,,"New York, NY",vaccin appoint avail walgreen duan read pfizer east st street bronx ny,0.0,0.0,1.0,0.0,neu
1397282238665030000,2021-05-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CalvinCotton4 @BrownsObsession @RicoSuaveJD @NateSilver538 Sloppy argument. Very few people are or ever were asser… https://t.co/M4rSsY91Cb,en,0.0,23.0,CodfishJohnny,,"CalvinCotton4, BrownsObsession, RicoSuaveJD, NateSilver538","Beverly, Massachusetts",sloppi argument peopl ever asser,-0.3612,0.385,0.615,0.0,neg
1388522503325240000,2021-05-01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Find A Vac austin</a>","New available appointments detected!
Provider: Walgreens
Location:
Walgreens Cedar Park
1505 W Whitestone Blvd
Ceda… https://t.co/x85OIpgPoV",en,0.0,20.0,FindAVac_Austin,,,TX,new avail appoint detect provid walgreen locat walgreen cedar park whiteston blvd ceda,0.0,0.0,1.0,0.0,neu
1395769546632480000,2021-05-21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@HarryDoughert10 @NigelOsmond @tomhfh Did you NOT do any research before pushing Sweden ?
https://t.co/Ck3lyGN1gp… https://t.co/33oxsWzNr3",en,0.0,47.0,notacunningplan,,"HarryDoughert10, NigelOsmond, tomhfh",South east London,research push sweden,0.0,0.0,1.0,0.0,neu
1395042787532340000,2021-05-19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JessRusnak I worked 7 days a week for the biggest part of the pandemic ( May to November ) then 6 days a week till… https://t.co/JNIC4OXEEa,en,0.0,1519.0,2Mandeville1694,,JessRusnak,"Montréal, Québec",work day week biggest part pandem may novemb day week till,0.0,0.0,1.0,0.0,neu
1393487073026440000,2021-05-15,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Good Luck To My Mom @MarieBushell1 Today For having The Second Covid 19 Vaccine Jab and Love you Loads!! #UTV 
👌👌💜💙",en,7.0,1.0,Connorsherry3,UTV,MarieBushell1,Northfield Birmingham ,good luck mom today second covid19 vaccin jab love load,0.8779,0.0,0.409,0.591,pos
1391131565141330000,2021-05-08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @nowthisnews: This clown has been going around neighborhoods in Mumbai to disinfect homes and educate residents about the spread of COVI…,en,9.0,6.0,RCuber035,,nowthisnews,"Bangalore, India",clown go around neighborhood mumbai disinfect home educ resid spread covi,0.0,0.0,1.0,0.0,neu
1402370000000000000,2021-06-08,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: Response to Covid-19 in North cost £6.2bn, report finds: “This is a timely reminder to everyone th… https://t.co/tbLhTU04Wn",en,0.0,98.0,pairsonnalitesN,,,Ireland | Scotland | Inuit | Skandinavien,fight stigma respons covid19 north cost bn report find time remind everyon th,-0.3818,0.178,0.822,0.0,neg
1389498458550240000,2021-05-04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drshamamohd: In the past 5 days, 25 flights loaded with 300 tonnes of #Covid relief supplies have landed in Delhi, including 5500 oxyge…",en,1.0,0.0,hedaytullah085,Covid,drshamamohd,"New Delhi, India",past day flight load tonn relief suppli land delhi includ oxyg,0.4767,0.0,0.763,0.237,pos
1393206559539220000,2021-05-14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Anandans76: Chellanam in coastal Kochi, worst hit by COVID-19, is now facing flooding caused by sea ingress. The government has chosen…",en,0.0,136.0,Comm0nMaNZ,,Anandans76,Anywhere/Everywhere.,chellanam coastal kochi worst hit covid19 face flood caus sea ingr govern chosen,-0.6249,0.255,0.745,0.0,neg
1409130000000000000,2021-06-27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Gold worth $679.16 million (Rs 4,976.07 crore) was imported in #May, according to Commerce Ministry data. This is… https://t.co/CMEmSsOQYj",en,0.0,3.0,the_newsmen,"Gold, May",,,worth million crore import accord commerc ministri data,0.2263,0.0,0.787,0.213,pos
1392838744017800000,2021-05-13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Supriya23bh: Congress Gen Secy Ms @priyankagandhi while interacting with people - #AskPGV on @instagram was asked about brother Mr @Rah…,en,3.0,2.0,naijilnj,AskPGV,"Supriya23bh, priyankagandhi, instagram","Mumbai, India",congress gen seci interact peopl ask brother mr,0.0,0.0,1.0,0.0,neu
1390043005260680000,2021-05-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @BidenTracking: It is day 106 of the Biden presidency. The Biden administration announced today that they will support lifting patent pr…,en,0.0,0.0,TRUTHorDINGERS,,BidenTracking,,day biden presid biden administr announc today support lift patent pr,0.4019,0.0,0.787,0.213,pos
1390764002037300000,2021-05-07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @PeterLBrandt: @DavidBCollum When I contracted Covid-19 my doctor prescribed Ivermectin. @cvspharmacy would not fill it - I believe it w…,en,0.0,207.0,seekingtruth431,,"PeterLBrandt, DavidBCollum, cvspharmacy",His kingdom,contract covid19 doctor prescrib ivermectin would fill believ ,0.0,0.0,1.0,0.0,neu
1391058319918320000,2021-05-08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sboricha: Covid 19 - Home Care - free consultancy services for #Ahmedabad

#CovidHelpOnline #CovidResources #Gujarat #AhmedabadCOVIDSup…",en,0.0,143.0,hardikthumar,"Ahmedabad, CovidHelpOnline, CovidResources, Gujarat",sboricha,"Rajkot, India",covid19 home care free consult servic,0.7579,0.0,0.381,0.619,pos
1393798818487950000,2021-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @OWMorgan: Disease surveillance for the COVID-19 era: time for bold changes https://t.co/XZfurR0N9N https://t.co/vMdAWWbFfK,en,0.0,0.0,Rachel42064150,,OWMorgan,Hong Kong,diseas surveil covid19 era time bold chang,0.3818,0.0,0.698,0.302,pos
1393811121849520000,2021-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AIRAAALIVE: After completion of apprenticeship the situation of Railway Apprentices have been deteriorated badly.But in grim period of…,en,0.0,7.0,sonuKum14309559,,AIRAAALIVE,,complet apprenticeship situat railway apprentic deterior badli grim period,-0.5719,0.316,0.684,0.0,neg
